energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id,popularity
0.592,157.969,0.521,pop,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",3.0,0.0304,100,https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,Die With A Smile,2024-08-16,0.0,10FLjwfpbxLmW8c25Xyc2N,0.0,6.0,251668.0,0.308,2plbrEY59IikOBgBGLjaoe,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.507,104.978,0.747,pop,-10.171,0.117,0.438,Billie Eilish,4.0,0.0358,97,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,2024-05-17,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1.0,2.0,210373.0,0.2,6dOtVTDdiauQNBQEDOtlAB,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.808,108.548,0.554,pop,-4.169,0.159,0.372,Gracie Abrams,4.0,0.0368,93,https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad,spotify:track:7ne4VBA60CxGM75vw0EYad,The Secret of Us (Deluxe),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad,7ne4VBA60CxGM75vw0EYad,That’s So True,2024-10-18,0.0,0hBRqPYPXhr1RkTDG3n4Mk,1.0,1.0,166300.0,0.214,7ne4VBA60CxGM75vw0EYad,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.91,112.966,0.67,pop,-4.07,0.304,0.786,Sabrina Carpenter,4.0,0.0634,81,https://api.spotify.com/v1/tracks/1d7Ptw3qYcfpdLNL5REhtJ,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,Short n' Sweet,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1d7Ptw3qYcfpdLNL5REhtJ,1d7Ptw3qYcfpdLNL5REhtJ,Taste,2024-08-23,0.0,4B4Elma4nNDUyl6D5PvQkj,0.0,0.0,157280.0,0.0939,1d7Ptw3qYcfpdLNL5REhtJ,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.783,149.027,0.777,pop,-4.477,0.355,0.939,"ROSÉ, Bruno Mars",4.0,0.26,98,https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,APT.,2024-10-18,0.0,2IYQwwgxgOIn7t3iF6ufFD,0.0,0.0,169917.0,0.0283,5vNRhkKd0yEAg8suGBpjeY,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.582,116.712,0.7,pop,-5.96,0.0881,0.785,Chappell Roan,4.0,0.0356,94,https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",2024-04-05,0.0,1WAjjRMfZjEXtB0lQrAw6Q,0.0,11.0,218424.0,0.0502,0WbMK4wrZ1wFSty9F7FCgu,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.561,150.069,0.669,pop,-6.538,0.0954,0.841,Addison Rae,4.0,0.0411,88,https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz,6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,2024-08-09,0.00962,0XA403JTounqFh2owquBXu,1.0,10.0,169698.0,0.495,6MzofobZt2dm0Kf1hTThFz,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.247,148.101,0.467,pop,-12.002,0.17,0.126,Billie Eilish,4.0,0.0431,93,https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,2024-05-17,0.000271,7aJuG4TFXa2hmE4z1yxc3n,0.0,6.0,261467.0,0.612,3QaPy1KgI7nu9FJEQUgn6h,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.416,94.926,0.492,pop,-10.439,0.203,0.297,Gigi Perez,4.0,0.0254,71,https://api.spotify.com/v1/tracks/0UYnhUfnUj5adChuAXvLUB,spotify:track:0UYnhUfnUj5adChuAXvLUB,Sailor Song,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0UYnhUfnUj5adChuAXvLUB,0UYnhUfnUj5adChuAXvLUB,Sailor Song,2024-07-26,8.61e-05,4DWrYvfGXRE8ko5ZxlIpit,1.0,11.0,211979.0,0.686,0UYnhUfnUj5adChuAXvLUB,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.722,119.973,0.769,pop,-5.485,0.111,0.57,"The Weeknd, Playboi Carti",4.0,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,2IRxVVqbSbqHJo8Zx50LYn,0.0,11.0,256000.0,0.0584,1Es7AUAhQvapIcoh3qMKDL,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.667,130.019,0.776,pop,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4.0,0.0983,85,https://api.spotify.com/v1/tracks/3WOhcATHxK2SLNeP5W3v1v,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3WOhcATHxK2SLNeP5W3v1v,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,2024-08-01,0.3,3ThlxfLSy4bfKzxWqmC7VN,1.0,7.0,145219.0,0.0146,3WOhcATHxK2SLNeP5W3v1v,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.586,107.071,0.669,pop,-6.073,0.104,0.579,Sabrina Carpenter,4.0,0.054,88,https://api.spotify.com/v1/tracks/5N3hjp1WNayUPZrA8kJmJP,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5N3hjp1WNayUPZrA8kJmJP,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,2024-06-06,0.0,5bBaoign62r1i7OV8w7mi9,1.0,9.0,186365.0,0.274,5N3hjp1WNayUPZrA8kJmJP,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.806,104.032,0.608,pop,-3.443,0.191,0.587,Tate McRae,4.0,0.0486,79,https://api.spotify.com/v1/tracks/1f18HzFpegqvH4ibGJyeMJ,spotify:track:1f18HzFpegqvH4ibGJyeMJ,2 hands,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1f18HzFpegqvH4ibGJyeMJ,1f18HzFpegqvH4ibGJyeMJ,2 hands,2024-11-14,0.0,2BdJwrx2wMJi7x06wWkUFg,1.0,1.0,181821.0,0.121,1f18HzFpegqvH4ibGJyeMJ,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.709,81.012,0.722,pop,-4.95,0.0804,0.604,Shaboozey,4.0,0.0273,86,https://api.spotify.com/v1/tracks/2FQrifJ1N335Ljm3TjTVVf,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),2024-04-12,0.0,6egBeCLeGITzGSo5VyRjwZ,1.0,9.0,171292.0,0.0633,2FQrifJ1N335Ljm3TjTVVf,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.757,139.982,0.742,pop,-4.981,0.305,0.957,Chappell Roan,4.0,0.0421,88,https://api.spotify.com/v1/tracks/4xdBrk0nFZaP54vvZj0yx7,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,2023-09-22,0.0,0EiI8ylL0FmWWpgHVTsZjZ,1.0,6.0,184841.0,0.0187,4xdBrk0nFZaP54vvZj0yx7,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.917,100.987,0.562,pop,-2.768,0.488,0.501,Lady Gaga,4.0,0.117,86,https://api.spotify.com/v1/tracks/19KlZwqlT3fguP2BeHF1Q1,spotify:track:19KlZwqlT3fguP2BeHF1Q1,Disease,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/19KlZwqlT3fguP2BeHF1Q1,19KlZwqlT3fguP2BeHF1Q1,Disease,2024-10-25,0.0,52BWvTRMsPqjHzrbQomgwP,0.0,11.0,229997.0,0.0513,19KlZwqlT3fguP2BeHF1Q1,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.787,109.939,0.734,pop,-3.951,0.312,0.672,LISA,4.0,0.116,82,https://api.spotify.com/v1/tracks/5G345YEhvleYxQLfYUlEFv,spotify:track:5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5G345YEhvleYxQLfYUlEFv,5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),2024-10-08,0.0,1OGxb1Z5KDBVOwDtyKu8wz,0.0,5.0,155757.0,0.126,5G345YEhvleYxQLfYUlEFv,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.843,122.064,0.619,pop,-5.348,0.164,0.746,Morgan Wallen,4.0,0.0284,86,https://api.spotify.com/v1/tracks/7hR22TOX3RorxJPcsz5Wbo,spotify:track:7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7hR22TOX3RorxJPcsz5Wbo,7hR22TOX3RorxJPcsz5Wbo,Love Somebody,2024-10-18,0.000118,0TxewlKVKdpP18dGg279ep,0.0,5.0,204829.0,0.00948,7hR22TOX3RorxJPcsz5Wbo,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.406,115.94,0.53,pop,-7.507,0.133,0.338,Gracie Abrams,3.0,0.033,90,https://api.spotify.com/v1/tracks/51rfRCiUSvxXlCSCfIztBy,spotify:track:51rfRCiUSvxXlCSCfIztBy,The Secret of Us,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",2024-06-21,0.0,56bdWeO40o3WfAD2Lja4dl,1.0,10.0,157147.0,0.656,51rfRCiUSvxXlCSCfIztBy,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.782,119.992,0.727,pop,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4.0,0.042,86,https://api.spotify.com/v1/tracks/1BJJbSX6muJVF2AK7uH1x4,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1BJJbSX6muJVF2AK7uH1x4,1BJJbSX6muJVF2AK7uH1x4,Move,2024-06-07,0.336,4M8ThNHbNjda2cPwL8XZHS,0.0,8.0,177599.0,0.0563,1BJJbSX6muJVF2AK7uH1x4,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.812,80.09,0.505,pop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4.0,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,1.0,1.0,255916.0,0.285,3tFed7YsjGnIfxeLEQwx3R,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.76,103.969,0.701,pop,-5.478,0.185,0.69,Sabrina Carpenter,4.0,0.0285,90,https://api.spotify.com/v1/tracks/2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2qSkIjg1o9h3YT9RAgYN75,2qSkIjg1o9h3YT9RAgYN75,Espresso,2024-04-12,6.54e-05,5quMTd5zeI9yW5UDua8wS4,1.0,0.0,175459.0,0.107,2qSkIjg1o9h3YT9RAgYN75,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.725,116.988,0.894,pop,-4.984,0.0815,0.838,JENNIE,4.0,0.0432,89,https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb,spotify:track:2CspwnypzT7rcWI9RfsoSb,Mantra,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb,2CspwnypzT7rcWI9RfsoSb,Mantra,2024-10-10,1.15e-05,3e5tDT1kfaAGx10yOjIDgW,0.0,10.0,136627.0,0.00434,2CspwnypzT7rcWI9RfsoSb,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.563,105.008,0.833,pop,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4.0,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0aX0UXrHG2ceYIxTQcqJdA,0.0,4.0,182857.0,0.528,0l0vcZMU7AOeQmUIREoI2U,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.628,119.98,0.757,pop,-6.715,0.221,0.321,Don Toliver,4.0,0.101,85,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0.0,4.0,217333.0,0.189,2c7z5oRcPBbqRaBY2mLWcf,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.855,127.986,0.638,pop,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",4.0,0.0264,84,https://api.spotify.com/v1/tracks/7221xIgOnuakPdLqT0F3nP,spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/7221xIgOnuakPdLqT0F3nP,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),2024-05-10,0.0,1woYXxyyxTQJ0E0AhZE6mj,1.0,7.0,178206.0,0.00757,7221xIgOnuakPdLqT0F3nP,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.62,117.038,0.741,pop,-5.505,0.0398,0.934,Hozier,4.0,0.0412,77,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,spotify:track:4IadxL6BUymXlh8RCJJu7T,Unheard,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,4IadxL6BUymXlh8RCJJu7T,Too Sweet,2024-03-22,0.000809,1KZC0cX0qq6hodR9YVgh9F,1.0,10.0,251424.0,0.0295,4IadxL6BUymXlh8RCJJu7T,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.339,97.989,0.705,pop,-10.612,0.12,0.457,The Marías,4.0,0.0278,84,https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,Submarine,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5,3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,2024-05-31,0.0814,03guxdOi12XJbnvxvxbpwG,1.0,7.0,236907.0,0.552,3siwsiaEoU4Kuuc9WKMUy5,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.651,112.648,0.694,pop,-6.968,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3.0,0.0784,93,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6,Tu Boda,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6,1cOboCuWYI2osTOfolMRS6,Tu Boda,2024-09-26,1.36e-05,60cQzWfmdg4hyDXrpW6kOA,1.0,6.0,225881.0,0.496,1cOboCuWYI2osTOfolMRS6,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.601,123.994,0.635,pop,-6.129,0.11,0.332,Myles Smith,4.0,0.0295,88,https://api.spotify.com/v1/tracks/3Vr3zh0r7ALn8VLqCiRR10,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3Vr3zh0r7ALn8VLqCiRR10,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,2024-05-10,0.0,3VNxRarx9HUI5w7DHv0TBj,0.0,1.0,172533.0,0.246,3Vr3zh0r7ALn8VLqCiRR10,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.691,167.029,0.836,pop,-4.222,0.282,0.703,"GloRilla, Sexyy Red",4.0,0.363,70,https://api.spotify.com/v1/tracks/4VI2Y5xg4gYynQqNQNQbTN,spotify:track:4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4VI2Y5xg4gYynQqNQNQbTN,4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),2024-10-10,0.0,2PzoiaGTcK3NfnMgHFd7QC,1.0,1.0,149461.0,0.00586,4VI2Y5xg4gYynQqNQNQbTN,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.646,115.842,0.645,pop,-8.334,0.074,0.295,Ariana Grande,4.0,0.0427,81,https://api.spotify.com/v1/tracks/46kspZSY3aKmwQe7O77fCC,spotify:track:46kspZSY3aKmwQe7O77fCC,eternal sunshine,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/46kspZSY3aKmwQe7O77fCC,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),2024-03-08,3.04e-05,71PfP4E9roOXAudea1aPGw,1.0,5.0,228639.0,0.0615,46kspZSY3aKmwQe7O77fCC,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.471,105.029,0.472,pop,-5.692,0.14,0.219,Benson Boone,3.0,0.0603,85,https://api.spotify.com/v1/tracks/6tNQ70jh4OwmPGpYy6R2o9,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6tNQ70jh4OwmPGpYy6R2o9,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,2024-01-18,0.0,29aSKB1qPEbN0Qf9OPSQpw,1.0,10.0,180304.0,0.151,6tNQ70jh4OwmPGpYy6R2o9,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.709,194.055,0.744,pop,-5.778,0.0847,0.712,"Myke Towers, benny blanco",4.0,0.284,84,https://api.spotify.com/v1/tracks/0qeIFEGRQqHoaJtLCl0U73,spotify:track:0qeIFEGRQqHoaJtLCl0U73,LA PANTERA NEGRA (DELUXE),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0qeIFEGRQqHoaJtLCl0U73,0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),2024-10-17,0.0,3pkIK8SI5mcUUjb9jNjx4H,0.0,6.0,130880.0,0.0501,0qeIFEGRQqHoaJtLCl0U73,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.904,167.033,0.739,pop,-2.655,0.0948,0.788,KATSEYE,4.0,0.0442,85,https://api.spotify.com/v1/tracks/6aJn7Cst74cj4lNIiPRgav,spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6aJn7Cst74cj4lNIiPRgav,6aJn7Cst74cj4lNIiPRgav,Touch,2024-07-26,1.03e-05,1hjqg3TuQ2YqooaPhxHwdv,0.0,5.0,129883.0,0.549,6aJn7Cst74cj4lNIiPRgav,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.604,159.92,0.561,pop,-4.409,0.104,0.242,Teddy Swims,3.0,0.0337,89,https://api.spotify.com/v1/tracks/17phhZDn6oGtzMe56NuWvj,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Today's Top Hits,https://api.spotify.com/v1/audio-analysis/17phhZDn6oGtzMe56NuWvj,17phhZDn6oGtzMe56NuWvj,Lose Control,2023-09-15,1.9e-05,7nacKlk586eLRBSIsrk9DB,1.0,9.0,210689.0,0.199,17phhZDn6oGtzMe56NuWvj,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.668,90.969,0.646,pop,-5.203,0.212,0.64,Mark Ambor,4.0,0.0282,82,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2024-02-16,0.0,3PlCMwyq6nuQYtoYproV1o,1.0,2.0,148318.0,0.491,5uQ7de4EWjb3rkcFxyEOpu,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.668,128.027,0.924,pop,-6.795,0.0678,0.787,KAROL G,4.0,0.0469,93,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,5ylbxH7EqpsmHZCRuiYewS,1.0,11.0,195824.0,0.446,6WatFBLVB0x077xWeoVc2k,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.454,159.982,0.689,pop,-7.643,0.0707,0.912,Djo,4.0,0.0584,89,https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD,spotify:track:3qhlB30KknSejmIvZZLjOD,DECIDE,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD,3qhlB30KknSejmIvZZLjOD,End of Beginning,2022-09-16,0.00259,4JDXBZdRPId4devseaAOKH,1.0,2.0,159246.0,0.0351,3qhlB30KknSejmIvZZLjOD,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.386,192.004,0.504,pop,-10.976,0.0961,0.281,"Taylor Swift, Post Malone",4.0,0.0308,84,https://api.spotify.com/v1/tracks/2OzhQlSqBEmt7hmkYxfT6m,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,THE TORTURED POETS DEPARTMENT,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/2OzhQlSqBEmt7hmkYxfT6m,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),2024-04-18,1.53e-05,1Mo4aZ8pdj6L1jx8zSwJnt,1.0,11.0,228965.0,0.502,2OzhQlSqBEmt7hmkYxfT6m,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.681,155.079,0.56,pop,-6.304,0.106,0.388,"Omar Courtz, De La Rose",4.0,0.244,89,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,spotify:track:0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,2024-09-20,0.0,3C5uwdRE5QRoXSGPPxpDd4,0.0,6.0,223320.0,0.103,0Sr7ssScx54yxdM2ols7nW,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.472,101.061,0.898,pop,-7.001,0.141,0.214,Kendrick Lamar,4.0,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1.0,1.0,274192.0,0.0107,6AI3ezQ4o3HUoP6Dhudph3,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
0.711,146.921,0.487,pop,-4.22,0.152,0.317,Jin,4.0,0.0322,85,https://api.spotify.com/v1/tracks/4p7DTkyrKqT98xlIwYYfXz,spotify:track:4p7DTkyrKqT98xlIwYYfXz,Happy,Today's Top Hits,https://api.spotify.com/v1/audio-analysis/4p7DTkyrKqT98xlIwYYfXz,4p7DTkyrKqT98xlIwYYfXz,Running Wild,2024-11-15,0.0,0fKlaQuBMQYFo5aIFoGIXt,1.0,8.0,151647.0,0.000175,4p7DTkyrKqT98xlIwYYfXz,mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M,high
